all_class_list
https://zh-cn.ucoin.net/catalog/?country=ajman&period=982&type=1
https://zh-cn.ucoin.net/catalog/?country=ajman&period=982&type=3
https://zh-cn.ucoin.net/catalog/?country=bahawalpur&period=1071&type=1
https://zh-cn.ucoin.net/catalog/?country=bahawalpur&period=1071&type=2
https://zh-cn.ucoin.net/catalog/?country=baroda&period=1051&type=1
https://zh-cn.ucoin.net/catalog/?country=bikaner&period=1111&type=1
https://zh-cn.ucoin.net/catalog/?country=bikaner&period=1111&type=2
https://zh-cn.ucoin.net/catalog/?country=bohemia&period=1061&type=1
https://zh-cn.ucoin.net/catalog/?country=british_east_indies&period=1104&type=1
https://zh-cn.ucoin.net/catalog/?country=british_east_indies&period=1103&type=1
https://zh-cn.ucoin.net/catalog/?country=british_east_indies&period=1101&type=1
https://zh-cn.ucoin.net/catalog/?country=british_east_indies&period=1102&type=1
https://zh-cn.ucoin.net/catalog/?country=british_west_indies&period=1037&type=1
https://zh-cn.ucoin.net/catalog/?country=swaziland&period=448&type=1
https://zh-cn.ucoin.net/catalog/?country=swaziland&period=448&type=2
https://zh-cn.ucoin.net/catalog/?country=swaziland&period=447&type=1
https://zh-cn.ucoin.net/catalog/?country=swaziland&period=447&type=2
https://zh-cn.ucoin.net/catalog/?country=swaziland&period=447&type=3
https://zh-cn.ucoin.net/catalog/?country=fujairah&period=983&type=3
https://zh-cn.ucoin.net/catalog/?country=genoa&period=1125&type=1
https://zh-cn.ucoin.net/catalog/?country=genoa&period=1124&type=1
https://zh-cn.ucoin.net/catalog/?country=genoa&period=1126&type=1
https://zh-cn.ucoin.net/catalog/?country=genoa&period=1132&type=1
https://zh-cn.ucoin.net/catalog/?country=genoa&period=1132&type=3
https://zh-cn.ucoin.net/catalog/?country=hessen_darmstadt&period=994&type=1
https://zh-cn.ucoin.net/catalog/?country=hessen_darmstadt&period=994&type=2
https://zh-cn.ucoin.net/catalog/?country=hessen_darmstadt&period=999&type=1
https://zh-cn.ucoin.net/catalog/?country=hessen_darmstadt&period=999&type=2
https://zh-cn.ucoin.net/catalog/?country=hutt_river&period=1113&type=1
